ID TimeDifference RTT
2, 0.0710000000000015, 0.038

3, 0.019000000000000128, 0.038
4, 0.01899999999999835, 0.039

5, 0.01950000000000074, 0.041

6, 0.02049999999999841, 0.038

7, 0.06899999999999906, 0.037

8, 0.018499999999999517, 0.039

9, 0.01950000000000074, 0.042

10, 0.021000000000000796, 0.039

11, 0.01950000000000074, 0.044

12, 0.021999999999998465, 0.038

13, 0.01899999999999835, 0.038

14, 0.06899999999999551, 0.041

15, 0.02049999999999841, 0.039

16, 0.01950000000000074, 0.041

17, 0.02049999999999841, 0.039

18, 0.01950000000000074, 0.039

19, 0.01950000000000074, 0.037

20, 0.01850000000000307, 0.038

21, 0.06899999999999551, 0.038

22, 0.01899999999999835, 0.039

23, 0.01950000000000074, 0.038

24, 0.01899999999999835, 0.039

25, 0.01950000000000074, 0.038

26, 0.01899999999999835, 0.039

27, 0.0694999999999979, 0.038

28, 0.018999999999991246, 0.038

29, 0.019000000000005457, 0.037

30, 0.01850000000000307, 0.037

31, 0.01850000000000307, 0.039
